





























"Index,""SMU-1 Time (s)"",""SMU-1 Voltage (V)"",""SMU-1 Current (A)"""
"37,""2.97498352"",""1.49995124340057"",""0.004016004037112"""
"38,""3.0576124"",""1.49995172023773"",""0.00401625782251358"""
"39,""3.1402548"",""1.49995160102844"",""0.00401660334318876"""
"40,""3.22289146"",""1.49995136260986"",""0.00401677237823606"""
"41,""3.30552298"",""1.49995076656342"",""0.00401681568473577"""
"42,""3.38816758"",""1.49994993209839"",""0.00401700707152486"""
"43,""3.4707952"",""1.49995040893555"",""0.00401741173118353"""
"44,""3.55343646"",""1.49995136260986"",""0.00401751697063446"""
"45,""3.63607182"",""1.49995076656342"",""0.00401751138269901"""
"46,""3.71870958"",""1.49995124340057"",""0.0040180622600019"""
"47,""3.80135566"",""1.49995088577271"",""0.00401792861521244"""
"48,""3.88399432"",""1.49995255470276"",""0.00401805667206645"""
"49,""3.96662292"",""1.49995172023773"",""0.00401827832683921"""
"50,""4.04925508"",""1.49995172023773"",""0.00401840452104807"""
"51,""4.13188282"",""1.4999520778656"",""0.00401871651411057"""
"52,""4.21452214"",""1.49995052814484"",""0.00401877472177148"""
"53,""4.29715576"",""1.49995279312134"",""0.00401867181062698"""
"54,""4.37978242"",""1.49995112419128"",""0.00401871418580413"""
"55,""4.46243268"",""1.49995136260986"",""0.00401905179023743"""
"56,""4.54507046"",""1.49995160102844"",""0.00401907879859209"""
"57,""4.62770984"",""1.49995172023773"",""0.0040195151232183"""
"58,""4.71034902"",""1.49995124340057"",""0.00401970371603966"""
"59,""4.79298786"",""1.49995136260986"",""0.00401979358866811"""
"60,""4.8756113"",""1.49995195865631"",""0.00402017636224627"""
"61,""4.95824072"",""1.49995172023773"",""0.00402000406756997"""
"62,""5.04087938"",""1.49995243549347"",""0.00402022525668144"""
"63,""5.12353016"",""1.49995291233063"",""0.00402034679427743"""
"64,""5.2061559"",""1.49995124340057"",""0.00402074167504907"""
"65,""5.28880044"",""1.49995160102844"",""0.00402095261961222"""
"66,""5.37144534"",""1.49995076656342"",""0.00402095401659608"""
"67,""5.45408742"",""1.49995076656342"",""0.00402106950059533"""
"68,""5.5367295"",""1.49995172023773"",""0.00402120919898152"""
"69,""5.61936954"",""1.49995088577271"",""0.00402135541662574"""
"70,""5.70201012"",""1.49995172023773"",""0.0040216576308012"""
"71,""5.78463518"",""1.49995136260986"",""0.00402161572128534"""
"72,""5.86727774"",""1.49995160102844"",""0.00402179080992937"""
"73,""5.9499092"",""1.49995136260986"",""0.00402201386168599"""
"74,""6.03254978"",""1.49995136260986"",""0.00402199709787965"""
"75,""6.11517304"",""1.49995112419128"",""0.00402204971760511"""
"76,""6.19780232"",""1.49995112419128"",""0.00402187230065465"""
"77,""6.28044914"",""1.49995088577271"",""0.00402195984497666"""
"78,""6.3630768"",""1.49995124340057"",""0.00402216101065278"""
"79,""6.44571864"",""1.49995112419128"",""0.00402207067236304"""
"80,""6.52835528"",""1.49995172023773"",""0.00402226485311985"""
"81,""6.61098102"",""1.49995052814484"",""0.00402247393503785"""
"82,""6.6936055"",""1.49995040893555"",""0.00402277335524559"""
"83,""6.77624588"",""1.49995136260986"",""0.00402310863137245"""
"84,""6.85888092"",""1.49995088577271"",""0.00402284134179354"""
"85,""6.94152496"",""1.49995088577271"",""0.00402341177687049"""
"86,""7.0241566"",""1.49995088577271"",""0.00402344716712832"""
"87,""7.10678786"",""1.49995112419128"",""0.00402331119403243"""
"88,""7.18942492"",""1.49995052814484"",""0.00402342574670911"""
"89,""7.27205078"",""1.49995112419128"",""0.00402347976341844"""
"90,""7.3546753"",""1.49995160102844"",""0.00402364647015929"""
"91,""7.43730518"",""1.49995112419128"",""0.00402375683188438"""
"92,""7.5199429"",""1.49995076656342"",""0.00402398454025388"""
"93,""7.60258624"",""1.49995088577271"",""0.0040239947848022"""
"94,""7.68521508"",""1.49995005130768"",""0.00402418058365583"""
"95,""7.76783972"",""1.49995136260986"",""0.00402422156184912"""
"96,""7.85048318"",""1.49995112419128"",""0.004024145193398"""
"97,""7.9331217"",""1.49995040893555"",""0.0040245596319437"""
"98,""8.01575202"",""1.49995112419128"",""0.00402465602383018"""
"99,""8.09838326"",""1.49995040893555"",""0.0040247761644423"""
"100,""8.18103002"",""1.49994993209839"",""0.00402496382594109"""
"101,""8.26366112"",""1.49995040893555"",""0.00402518035843968"""
"102,""8.34629216"",""1.49995076656342"",""0.00402518222108483"""
"103,""8.4289236"",""1.49995124340057"",""0.0040254695340991"""
"104,""8.5115609"",""1.49995076656342"",""0.00402548396959901"""
"105,""8.59418654"",""1.49995136260986"",""0.00402563856914639"""
"106,""8.67681632"",""1.49995076656342"",""0.0040257521905005"""
"107,""8.75945198"",""1.49995088577271"",""0.00402558129280806"""
"108,""8.84209114"",""1.49995088577271"",""0.00402568932622671"""
"109,""8.9247174"",""1.49995124340057"",""0.0040259282104671"""
"110,""9.00734826"",""1.49995136260986"",""0.00402589701116085"""
"111,""9.0899855"",""1.49995136260986"",""0.00402615498751402"""
"112,""9.17263404"",""1.49995076656342"",""0.00402626814320683"""
"113,""9.25527364"",""1.49995136260986"",""0.00402612751349807"""
"114,""9.33791388"",""1.49995088577271"",""0.00402627419680357"""
"115,""9.42055898"",""1.49994957447052"",""0.00402628490701318"""
"116,""9.50319418"",""1.49994993209839"",""0.0040264530107379"""
"117,""9.58583138"",""1.49995052814484"",""0.00402629980817437"""
"118,""9.66846376"",""1.49995028972626"",""0.00402661738917232"""
"119,""9.75109362"",""1.49994957447052"",""0.00402663741260767"""
"120,""9.83373016"",""1.49994957447052"",""0.00402672821655869"""
"121,""9.91635904"",""1.49995076656342"",""0.00402693124487996"""
"122,""9.9989894"",""1.49995040893555"",""0.004027069080621"""
"123,""10.08163756"",""1.49995076656342"",""0.00402713334187865"""
"124,""10.1642822"",""1.49995040893555"",""0.00402710726484656"""
"125,""10.24691828"",""1.49995112419128"",""0.00402760226279497"""
"126,""10.32956032"",""1.49995112419128"",""0.00402746396139264"""
"127,""10.41218796"",""1.49995088577271"",""0.00402765534818172"""
"128,""10.49482666"",""1.49995052814484"",""0.00402785511687398"""
"129,""10.5774699"",""1.49995112419128"",""0.00402802787721157"""
"130,""10.66009612"",""1.49995136260986"",""0.00402780156582594"""
"131,""10.74274372"",""1.49995052814484"",""0.00402777642011642"""
"132,""10.82538232"",""1.49995112419128"",""0.00402799807488918"""
"133,""10.90802488"",""1.49995076656342"",""0.00402812659740448"""
"134,""10.99066292"",""1.49995040893555"",""0.00402864580973983"""
"135,""11.07328916"",""1.49995124340057"",""0.00402852054685354"""
"136,""11.1559217"",""1.49995136260986"",""0.00402877107262611"""
"137,""11.23856348"",""1.49995040893555"",""0.00402870960533619"""
"138,""11.32120548"",""1.49995040893555"",""0.00402899691835046"""
"139,""11.40383378"",""1.49995136260986"",""0.00402895081788301"""
"140,""11.48647572"",""1.49995040893555"",""0.00402901228517294"""
"141,""11.56911464"",""1.49995076656342"",""0.00402902672067285"""
"142,""11.6517617"",""1.49995076656342"",""0.00402902439236641"""
"143,""11.7343921"",""1.49995112419128"",""0.00402922090142965"""
"144,""11.81702322"",""1.49995136260986"",""0.00402921717613935"""
"145,""11.89966738"",""1.49995124340057"",""0.0040293256752193"""
"146,""11.9823068"",""1.49995088577271"",""0.00402930658310652"""
"147,""12.06494308"",""1.49995040893555"",""0.00402934337034822"""
"148,""12.14757228"",""1.49995052814484"",""0.00402965117245913"""
"149,""12.23019948"",""1.49995076656342"",""0.00402953429147601"""
"150,""12.3128425"",""1.49995005130768"",""0.00402928702533245"""
"151,""12.39548702"",""1.49995112419128"",""0.00402971310541034"""
"152,""12.47813156"",""1.49995052814484"",""0.00402970192953944"""
"153,""12.56077288"",""1.49995112419128"",""0.00402978481724858"""
"154,""12.643416"",""1.49995124340057"",""0.00402985792607069"""
"155,""12.72605266"",""1.49995028972626"",""0.00402990728616714"""
"156,""12.8086998"",""1.49995124340057"",""0.00403017178177834"""
"157,""12.89133332"",""1.49995088577271"",""0.00403021369129419"""
"158,""12.97396798"",""1.49995112419128"",""0.00403049448505044"""
"159,""13.0566106"",""1.49995136260986"",""0.00403059739619493"""
"160,""13.13923914"",""1.49995076656342"",""0.00403067003935575"""
"161,""13.22187058"",""1.49995160102844"",""0.00403079204261303"""
"162,""13.30450306"",""1.49995088577271"",""0.00403078598901629"""
"163,""13.38713928"",""1.49995088577271"",""0.00403078086674213"""
"164,""13.46977904"",""1.49995124340057"",""0.00403093453496695"""
"165,""13.55242162"",""1.49995172023773"",""0.00403087120503187"""
"166,""13.6350634"",""1.4999520778656"",""0.00403101928532124"""
"167,""13.7177098"",""1.49995243549347"",""0.00403119157999754"""
"168,""13.80034516"",""1.49995160102844"",""0.00403135130181909"""
"169,""13.88298128"",""1.49995005130768"",""0.00403163162991405"""
"170,""13.96562326"",""1.49995052814484"",""0.0040317471139133"""
"171,""14.04826568"",""1.49995112419128"",""0.00403188122436404"""
"172,""14.1308992"",""1.49995195865631"",""0.00403180299326777"""
"173,""14.21354254"",""1.49995136260986"",""0.00403188075870275"""
"174,""14.29618834"",""1.49995112419128"",""0.00403214851394296"""
"175,""14.3788413"",""1.49995028972626"",""0.00403200602158904"""
"176,""14.46148252"",""1.49995052814484"",""0.00403203489258885"""
"177,""14.5441226"",""1.49995028972626"",""0.00403218064457178"""
"178,""14.62676774"",""1.49995160102844"",""0.00403221137821674"""
"179,""14.70941166"",""1.4999520778656"",""0.00403215875849128"""
"180,""14.79204096"",""1.49995136260986"",""0.00403211312368512"""
"181,""14.87467708"",""1.49995136260986"",""0.00403207819908857"""
"182,""14.95732228"",""1.49995172023773"",""0.00403243442997336"""
"183,""15.03994912"",""1.4999520778656"",""0.00403241720050573"""
"184,""15.1225835"",""1.49995136260986"",""0.00403236225247383"""
"185,""15.20521402"",""1.49995172023773"",""0.00403268961235881"""
"186,""15.2878682"",""1.49995172023773"",""0.0040325871668756"""
"187,""15.37050462"",""1.49995160102844"",""0.00403263792395592"""
"188,""15.45314126"",""1.49995172023773"",""0.00403264071792364"""
"189,""15.53578526"",""1.49995124340057"",""0.00403280463069677"""
"190,""15.61841938"",""1.49995136260986"",""0.00403252383694053"""
"191,""15.70106416"",""1.49995160102844"",""0.00403288519009948"""
"192,""15.7836952"",""1.49995076656342"",""0.00403269892558455"""
"193,""15.86632252"",""1.49995052814484"",""0.00403283908963203"""
"194,""15.94896908"",""1.49995136260986"",""0.00403286702930927"""
"195,""16.031614"",""1.49995112419128"",""0.00403316784650087"""
"196,""16.11425716"",""1.49995172023773"",""0.00403303280472755"""
"197,""16.19689272"",""1.49995076656342"",""0.00403313478454947"""
"198,""16.2795369"",""1.49995005130768"",""0.00403345189988613"""
"199,""16.36218248"",""1.49994993209839"",""0.00403344864025712"""
"200,""16.44482024"",""1.49995028972626"",""0.00403341744095087"""
"201,""16.52746064"",""1.49995076656342"",""0.00403347564861178"""
"202,""16.61008748"",""1.49995112419128"",""0.00403371034190059"""
"203,""16.69273276"",""1.49995076656342"",""0.00403374247252941"""
"204,""16.7753647"",""1.49995088577271"",""0.00403382768854499"""
"205,""16.8580072"",""1.49995076656342"",""0.00403404561802745"""
"206,""16.9406512"",""1.49995172023773"",""0.00403403909876943"""
"207,""17.02328886"",""1.49995112419128"",""0.00403378158807755"""
"208,""17.10592544"",""1.49995112419128"",""0.00403399160131812"""
"209,""17.18855594"",""1.49995112419128"",""0.00403412105515599"""
"210,""17.27120002"",""1.49995112419128"",""0.00403375271707773"""
"211,""17.3538478"",""1.49995052814484"",""0.0040337941609323"""
"212,""17.43649128"",""1.49995040893555"",""0.00403377041220665"""
"213,""17.51912896"",""1.49995076656342"",""0.00403409684076905"""
"214,""17.60177246"",""1.49995160102844"",""0.00403418205678463"""
"215,""17.68440596"",""1.49995040893555"",""0.00403425004333258"""
"216,""17.76705064"",""1.49994993209839"",""0.00403418904170394"""
"217,""17.84968002"",""1.49995052814484"",""0.00403443025425076"""
"218,""17.9323261"",""1.49995112419128"",""0.00403475528582931"""
"219,""18.01497356"",""1.49995076656342"",""0.00403479300439358"""
"220,""18.09761136"",""1.49995052814484"",""0.00403480604290962"""
"221,""18.18025386"",""1.49995088577271"",""0.00403506215661764"""
"222,""18.2628952"",""1.49995136260986"",""0.00403512688353658"""
"223,""18.34554152"",""1.49995112419128"",""0.00403517577797174"""
"224,""18.42817704"",""1.49995124340057"",""0.0040351040661335"""
"225,""18.51081998"",""1.49994993209839"",""0.00403519766405225"""
"226,""18.5934535"",""1.49995052814484"",""0.00403525261208415"""
"227,""18.67609926"",""1.49995028972626"",""0.00403517903760076"""
"228,""18.75874582"",""1.49995028972626"",""0.00403502769768238"""
"229,""18.84138058"",""1.49995076656342"",""0.00403539882972836"""
"230,""18.9240248"",""1.49995124340057"",""0.00403539650142193"""
"231,""19.0066559"",""1.49995005130768"",""0.00403528474271297"""
"232,""19.0893048"",""1.49995028972626"",""0.00403561722487211"""
"233,""19.17194808"",""1.49994957447052"",""0.00403569079935551"""
"234,""19.25459324"",""1.49994921684265"",""0.00403561862185597"""
"235,""19.3372272"",""1.49994969367981"",""0.00403570802882314"""
"236,""19.41986744"",""1.49995028972626"",""0.0040357937105"""
"237,""19.50250098"",""1.49994921684265"",""0.00403571780771017"""
"238,""19.5851242"",""1.49995005130768"",""0.00403571454808116"""
"239,""19.66776976"",""1.49994933605194"",""0.00403576577082276"""
"240,""19.75041918"",""1.49995040893555"",""0.00403574295341969"""
"241,""19.83306024"",""1.49995052814484"",""0.00403570523485541"""
"242,""19.9157065"",""1.49995076656342"",""0.00403565308079123"""
"243,""19.9983385"",""1.49995052814484"",""0.0040358635596931"""
"244,""20.080985"",""1.49995052814484"",""0.0040360908024013"""
"245,""20.1636172"",""1.49995112419128"",""0.00403599767014384"""
"246,""20.24625402"",""1.49995172023773"",""0.00403624307364225"""
"247,""20.3288898"",""1.49995136260986"",""0.0040362598374486"""
"248,""20.41152036"",""1.4999520778656"",""0.00403627706691623"""
"249,""20.49415062"",""1.49995052814484"",""0.00403615552932024"""
"250,""20.57678256"",""1.49995076656342"",""0.00403643073514104"""
"251,""20.65942554"",""1.49994993209839"",""0.00403650617226958"""
"252,""20.74207468"",""1.49995112419128"",""0.00403621047735214"""
"253,""20.82471536"",""1.49995160102844"",""0.00403636880218983"""
"254,""20.90735356"",""1.49995112419128"",""0.00403681118041277"""
"255,""20.99000688"",""1.49995160102844"",""0.0040369126945734"""
"256,""21.0726516"",""1.49995136260986"",""0.00403706496581435"""
"257,""21.15529094"",""1.49995040893555"",""0.00403695832937956"""
"258,""21.23793494"",""1.49995005130768"",""0.00403692945837975"""
"259,""21.32058164"",""1.49995112419128"",""0.00403704307973385"""
"260,""21.40322452"",""1.49995160102844"",""0.00403722422197461"""
"261,""21.48585918"",""1.49995112419128"",""0.00403713854029775"""
"262,""21.56850674"",""1.49995136260986"",""0.00403709523379803"""
"263,""21.65114516"",""1.49995028972626"",""0.00403730617836118"""
"264,""21.73378658"",""1.49995112419128"",""0.00403737416490912"""
"265,""21.816421"",""1.49995195865631"",""0.00403728149831295"""
"266,""21.8990733"",""1.49995112419128"",""0.00403736112639308"""
"267,""21.98171548"",""1.49995076656342"",""0.00403721677139401"""
"268,""22.06436406"",""1.49994957447052"",""0.00403704075142741"""
"269,""22.1470192"",""1.49995052814484"",""0.00403747940436006"""
"270,""22.22966454"",""1.49995040893555"",""0.0040376465767622"""
"271,""22.31229414"",""1.49995052814484"",""0.00403787847608328"""
"272,""22.39493828"",""1.49995088577271"",""0.00403764145448804"""
"273,""22.47756906"",""1.49995052814484"",""0.00403758650645614"""
"274,""22.5602132"",""1.49995088577271"",""0.00403794180601835"""
"275,""22.6428566"",""1.49995124340057"",""0.00403794180601835"""
"276,""22.7254992"",""1.49995088577271"",""0.00403793249279261"""
"277,""22.80815316"",""1.49995005130768"",""0.00403793016448617"""
"278,""22.89078812"",""1.49995136260986"",""0.00403797719627619"""
"279,""22.97342422"",""1.49995136260986"",""0.00403813505545259"""
"280,""23.0560688"",""1.49994957447052"",""0.00403814762830734"""
"281,""23.13871026"",""1.49995160102844"",""0.00403823843225837"""
"282,""23.22135586"",""1.49995112419128"",""0.00403849547728896"""
"283,""23.30399876"",""1.49995088577271"",""0.00403823051601648"""
"284,""23.38664436"",""1.49994993209839"",""0.00403821328654885"""
"285,""23.46927698"",""1.49995160102844"",""0.00403829663991928"""
"286,""23.5519045"",""1.49995112419128"",""0.0040378849953413"""
"287,""23.63453964"",""1.4999520778656"",""0.00403828965499997"""
"288,""23.71717698"",""1.49995076656342"",""0.00403832085430622"""
"289,""23.79982204"",""1.49995112419128"",""0.00403835205361247"""
"290,""23.88245288"",""1.49995076656342"",""0.00403859885409474"""
"291,""23.96510272"",""1.49995028972626"",""0.0040386663749814"""
"292,""24.04773792"",""1.49995124340057"",""0.00403870921581984"""
"293,""24.13038186"",""1.49995136260986"",""0.00403909059241414"""
"294,""24.21302074"",""1.49995160102844"",""0.00403899280354381"""
"295,""24.29566462"",""1.4999520778656"",""0.00403907848522067"""
"296,""24.37830504"",""1.49995112419128"",""0.00403897324576974"""
"297,""24.46095282"",""1.49995112419128"",""0.00403908360749483"""
"298,""24.54359948"",""1.49995124340057"",""0.00403936207294464"""
"299,""24.62625278"",""1.49995112419128"",""0.00403950782492757"""
"300,""24.70888578"",""1.49995172023773"",""0.00403959490358829"""
"301,""24.79153344"",""1.4999520778656"",""0.00403950456529856"""
"302,""24.87417856"",""1.49995112419128"",""0.00403957022354007"""
"303,""24.9568224"",""1.49995112419128"",""0.00403966335579753"""
"304,""25.03946206"",""1.49995279312134"",""0.00403941329568624"""
"305,""25.12211022"",""1.49995040893555"",""0.00403941189870238"""
"306,""25.20474166"",""1.49995160102844"",""0.00403947941958904"""
"307,""25.28738062"",""1.49995088577271"",""0.00403970805928111"""
"308,""25.37002596"",""1.49994993209839"",""0.00403950549662113"""
"309,""25.45267156"",""1.49995136260986"",""0.00403980165719986"""
"310,""25.53530104"",""1.49995076656342"",""0.00403976161032915"""
"311,""25.61793056"",""1.4999520778656"",""0.00403977837413549"""
"312,""25.70056976"",""1.4999520778656"",""0.00403998559340835"""
"313,""25.78321086"",""1.49995112419128"",""0.00403974996879697"""
"314,""25.86584706"",""1.49995160102844"",""0.00403986545279622"""
"315,""25.94848382"",""1.49995172023773"",""0.00404000235721469"""
"316,""26.03112986"",""1.4999520778656"",""0.00403999909758568"""
"317,""26.11376024"",""1.49995195865631"",""0.00403974903747439"""
"318,""26.1964028"",""1.49995112419128"",""0.00403996324166656"""
"319,""26.27904572"",""1.49995088577271"",""0.00403982773423195"""
"320,""26.36169188"",""1.49995124340057"",""0.00403970200568438"""
"321,""26.4443364"",""1.49995112419128"",""0.00403981190174818"""
"322,""26.5269668"",""1.49995136260986"",""0.00404005171731114"""
"323,""26.6096058"",""1.49995052814484"",""0.00403998885303736"""
"324,""26.69225422"",""1.4999520778656"",""0.00403997767716646"""
"325,""26.77488416"",""1.49995195865631"",""0.00404005730524659"""
"326,""26.85752616"",""1.49995136260986"",""0.00404010526835918"""
"327,""26.94017174"",""1.49995076656342"",""0.00404030317440629"""
"328,""27.02280306"",""1.49995028972626"",""0.00404048012569547"""
"329,""27.10544874"",""1.49995005130768"",""0.00404053833335638"""
"330,""27.1880837"",""1.49995112419128"",""0.00404072692617774"""
"331,""27.27072526"",""1.49995172023773"",""0.0040408605709672"""
"332,""27.35336816"",""1.49995243549347"",""0.00404096115380526"""
"333,""27.43600938"",""1.49995231628418"",""0.00404069386422634"""
"334,""27.51864044"",""1.49995124340057"",""0.00404060864821076"""
"335,""27.601278"",""1.49995040893555"",""0.00404064217582345"""
"336,""27.68391012"",""1.49995124340057"",""0.00404060678556561"""
"337,""27.76655058"",""1.49995076656342"",""0.00404055416584015"""
"338,""27.84919666"",""1.49995172023773"",""0.00404072972014546"""
"339,""27.93182434"",""1.49995172023773"",""0.00404077582061291"""
"340,""28.01446374"",""1.4999520778656"",""0.00404099468141794"""
"341,""28.09710832"",""1.49995195865631"",""0.00404067430645227"""
"342,""28.17974384"",""1.49995088577271"",""0.00404101843014359"""
"343,""28.26238676"",""1.49995255470276"",""0.00404100213199854"""
"344,""28.34501934"",""1.49995195865631"",""0.00404117396101356"""
"345,""28.42766016"",""1.49995136260986"",""0.00404111947864294"""
"346,""28.51030274"",""1.49995195865631"",""0.00404102215543389"""
"347,""28.5929303"",""1.49995195865631"",""0.00404106639325619"""
"348,""28.67557174"",""1.49995195865631"",""0.00404083635658026"""
"349,""28.75820516"",""1.49995172023773"",""0.0040410403162241"""
"350,""28.84083248"",""1.4999520778656"",""0.00404092390090227"""
"351,""28.92347662"",""1.49995195865631"",""0.00404111109673977"""
"352,""29.00610762"",""1.49995243549347"",""0.00404118979349732"""
"353,""29.08873628"",""1.49995231628418"",""0.00404119864106178"""
"354,""29.1713738"",""1.49995076656342"",""0.00404149200767279"""
"355,""29.25400032"",""1.49995160102844"",""0.00404164521023631"""
"356,""29.33663156"",""1.49995231628418"",""0.00404162518680096"""
"357,""29.41927768"",""1.49995136260986"",""0.00404143566265702"""
"358,""29.50190754"",""1.49995124340057"",""0.004041638225317"""
"359,""29.58453852"",""1.49995243549347"",""0.00404163356870413"""
"360,""29.66718144"",""1.49995195865631"",""0.00404197676107287"""
"361,""29.74981654"",""1.49995136260986"",""0.00404188362881541"""
"362,""29.83246026"",""1.49995088577271"",""0.00404182123020291"""
"363,""29.91510616"",""1.49995028972626"",""0.00404166709631681"""
"364,""29.99774314"",""1.49995195865631"",""0.00404202518984675"""
"365,""30.0803926"",""1.49995315074921"",""0.00404212577268481"""
"366,""30.16303102"",""1.4999520778656"",""0.00404201913625002"""
"367,""30.24565812"",""1.49995160102844"",""0.00404250668361783"""
"368,""30.32830422"",""1.49995255470276"",""0.00404228642582893"""
"369,""30.41094204"",""1.49995160102844"",""0.00404229946434498"""
"370,""30.49358232"",""1.49995160102844"",""0.00404242426156998"""
"371,""30.57620802"",""1.49995160102844"",""0.00404252018779516"""
"372,""30.6588336"",""1.49995136260986"",""0.00404266454279423"""
"373,""30.74147478"",""1.49995136260986"",""0.00404261657968163"""
"374,""30.82411752"",""1.49994993209839"",""0.00404270319268107"""
"375,""30.90674846"",""1.49995136260986"",""0.00404249411076307"""
"376,""30.98938974"",""1.49995172023773"",""0.00404291227459908"""
"377,""31.07202164"",""1.49995279312134"",""0.00404292019084096"""
"378,""31.15465354"",""1.49995160102844"",""0.004043058026582"""
"379,""31.23728654"",""1.49995124340057"",""0.00404305197298527"""
"380,""31.31992326"",""1.49995088577271"",""0.00404316978529096"""
"381,""31.40255678"",""1.49995231628418"",""0.00404319120571017"""
"382,""31.48518572"",""1.49995231628418"",""0.00404264964163303"""
"383,""31.56782552"",""1.49995160102844"",""0.00404300354421139"""
"384,""31.65047254"",""1.49995231628418"",""0.00404315395280719"""
"385,""31.73310512"",""1.49995088577271"",""0.00404334580525756"""
"386,""31.81574646"",""1.49995231628418"",""0.00404341425746679"""
"387,""31.89838746"",""1.49995195865631"",""0.00404333975166082"""
"388,""31.9810277"",""1.49995172023773"",""0.00404343102127314"""
"389,""32.0636624"",""1.49995231628418"",""0.00404347199946642"""
"390,""32.14630182"",""1.49995195865631"",""0.00404344638809562"""
"391,""32.22893036"",""1.49995124340057"",""0.0040433700196445"""
"392,""32.31156712"",""1.49995112419128"",""0.00404360517859459"""
"393,""32.3942115"",""1.49995172023773"",""0.00404355768114328"""
"394,""32.47685368"",""1.4999520778656"",""0.0040435716509819"""
"395,""32.55950478"",""1.4999520778656"",""0.00404400425031781"""
"396,""32.64214066"",""1.4999520778656"",""0.00404389854520559"""
"397,""32.72476588"",""1.4999520778656"",""0.00404411321505904"""
"398,""32.80741186"",""1.49995136260986"",""0.00404418865218759"""
"399,""32.89004584"",""1.49995136260986"",""0.00404421193525195"""
"400,""32.97267944"",""1.49995279312134"",""0.00404391856864095"""
"401,""33.05532196"",""1.4999520778656"",""0.00404386315494776"""
"402,""33.13794562"",""1.4999520778656"",""0.00404425943270326"""
"403,""33.2205712"",""1.49995160102844"",""0.00404381984844804"""
"404,""33.30320886"",""1.49995076656342"",""0.004044184461236"""
"405,""33.38584074"",""1.49995088577271"",""0.00404393300414085"""
"406,""33.4684721"",""1.49995160102844"",""0.00404396886005998"""
"407,""33.55110882"",""1.4999520778656"",""0.00404416956007481"""
"408,""33.6337397"",""1.49995279312134"",""0.00404405733570457"""
"409,""33.71638364"",""1.49995243549347"",""0.00404427666217089"""
"410,""33.79901522"",""1.49995243549347"",""0.00404406199231744"""
"411,""33.88164524"",""1.49995040893555"",""0.00404436932876706"""
"412,""33.96428614"",""1.49995124340057"",""0.0040441551245749"""
"413,""34.04692572"",""1.49994969367981"",""0.0040441663004458"""
"414,""34.12956926"",""1.49995088577271"",""0.00404404010623693"""
"415,""34.2121949"",""1.49995172023773"",""0.0040442543104291"""
"416,""34.29481952"",""1.49995243549347"",""0.00404425524175167"""
"417,""34.37745626"",""1.49995160102844"",""0.00404424639418721"""
"418,""34.46008976"",""1.49995195865631"",""0.00404420867562294"""
"419,""34.54271914"",""1.49995136260986"",""0.00404437351971865"""
"420,""34.62535772"",""1.49995172023773"",""0.00404432136565447"""
"421,""34.70799642"",""1.49995172023773"",""0.0040444522164762"""
